CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion
1180828-2-LE25,EQUIPOS VARIOS PSR SAN RAMÓN,8,2025-05-30T17:00:00,Adjudicada,"Esta licitación tiene por objeto la adquisición de equipos destinados a diferentes servicios del recinto Posta de Salud Rural San Ramón, Comuna de Constitución, recintos que actualmente se encuentran en etapa de construcción."
1180877-2-LE25,Adquisición de Autorefractómetro con Queratómetro para el Hospital Carlos Van Buren,6,2025-08-14T16:00:00,Cerrada,"La necesidad de realizar un proceso de licitación para la Adquisición de Autorefractómetro con Queratómetro para el Hospital Carlos Van Buren, requerido por el Subdepartamento de Ingeniería de la Dirección del Servicio de Salud Valparaíso – San Antonio."
1180877-3-LE25,Adquisición de Campímetro Computarizado para el Hospital Carlos Van Buren,6,2025-08-14T16:00:00,Cerrada,"La necesidad de realizar un proceso de licitación para la Adquisición de Campímetro Computarizado para el Hospital Carlos Van Buren, requerido por el Subdepartamento de Ingeniería de la Dirección del Servicio de Salud Valparaíso – San Antonio."
1180919-9-LR25,REPOSICION AMBULANCIAS PARA PROVINCIA DE PALENA,6,2025-08-14T16:00:00,Cerrada,"REPOSICIÓN AMBULANCIAS COMUNAS DE PALENA, FUTALEUFU, CHAITÉN Y HUALAIHUÉ” - Código BIP Nº40063754-0; SEGUN ESPECIFICACIONES TECNICAS INDICADAS EN FORMULARIO T-1."
1180968-13-LP25,REPOSICIÓN DE CARRUSELES VERTICALES PARA FARMACIA,5,2025-09-03T15:00:00,Publicada,"La presente licitación pública tiene por objeto la reposición de dos equipos tipo carrusel vertical dispensadores de medicamentos para la Unidad de Farmacia del Hospital Dr. Ernesto Torres Galdames de Iquique, dependiente del Servicio de Salud de Tarapacá, con el fin de sustituir equipos cuya vida útil se encuentra vencida o que se hallan en mal estado, asegurando la continuidad operativa y eficiencia en la gestión farmacéutica hospitalaria. Esta adquisición está financiada con recursos del Fondo Nacional de Desarrollo Regional FNDR – Tradicional, del Gobierno Regional de Tarapacá, y se canaliza bajo el Código BIP 40044509-0."
1181235-7-L125,Equipos Posta Alcones,8,2025-05-27T16:47:00,,
1186229-33-LR25,Servicio de Contact Center para el SRCeI,5,2025-09-23T15:00:00,Publicada,"El Servicio de Registro Civil e Identificación, en adelante indistintamente el “SERVICIO”, requiere la contratación del servicio de Contact Center, que permita recibir y responder consultas de loslas usuariosas, relacionadas con actuaciones y trámites de esta entidad."
1187-6-LQ25,Servicio de aseo,6,2025-08-14T14:00:00,Cerrada,Se requiere contratar Servicio de Aseo Integral de las oficinas y dependencias de edificio del Ministerio de Obras Públicas de la Región de O`Higgins.
1191688-72-LE25,Software control asistencia y disp. de marcación,5,2025-09-03T10:00:00,Publicada,"Adquisición con instalación y puesta en marcha de 8 dispositivos de marcación de asistencia y arriendo de software de marcación de asistencia de funcionarios municipales, según especificaciones técnicas y solicitud de compra N°768."
1191688-73-LP25,Materiales de iluminación para Estadio Lo Blanco,5,2025-09-03T15:00:00,Publicada,"Adquisición de materiales de iluminación para caminería interior de Estadio Lo Blanco, según especificaciones técnicas y solicitud de compra N°410"
1197-25-LP25,SERVICIO ASEO CENTRO ELIGE VIVIR SANO CEVS CALDERA 2025 REQ.17,6,2025-08-14T17:00:00,Cerrada,SERVICIO ASEO CENTRO ELIGE VIVIR SANO CEVS CALDERA 2025 REQ.17 SEGUN BASES TECNICAS Y ADMINISTRATIVAS
1197-29-LE25,SERVICIO DE PRODUCCIÓN Y EJECUCIÓN DE ENCUENTRO FAMILIAR Y  DE CORRIDA COLOR 2.5 – 5 K  “ACTIVA TU PRIMAVERA -  IND- ATACAMA”,5,2025-08-25T15:01:00,Publicada,"LLAMA A LICITACIÓN PÚBLICA Y APRUEBA BASES ADMINISTRATIVAS, TÉCNICAS Y ANEXOS PARA LA CONTRATACIÓN DEL “SERVICIO DE PRODUCCIÓN Y EJECUCIÓN DE ENCUENTRO FAMILIAR Y DE CORRIDA COLOR 2.5 – 5 K, “ACTIVA TU PRIMAVERA - IND- ATACAMA”"
1197594-15-LQ25,CONST. CANCHA DE PASTO SINTETICO CLUB SAN LORENZO,6,2025-08-14T12:17:00,Cerrada,"Las presentes bases administrativas regirán la Licitación Pública, adjudicación, contrato, plazos, sanciones y sistema de pago, de la propuesta mencionada precedentemente, conjunta mente con las especificaciones técnicas, eventuales aclaraciones, respuestas a consultas y demás antecedentes de la licitación, para llevar a cabo el proyecto “CONSTRUCCION CANCHA DE PASTO SINTETICO CLUB SAN LORENZO”, de acuerdo con estas bases y condiciones contractuales y demás documentos asociados"
1198-31-L125,CORTAVIENTOS IMPERMEABLES UNISEX PARA EL PROGRAMA PROMESAS CHILE REGIÓN DE VAPARAÍSO,6,2025-08-14T15:01:00,,
1198-32-LE25,TRASLADO PARA HITOS REGIONALES DEL PROGRAMA CEM,5,2025-08-25T15:01:00,Publicada,"E1O2RT9 - Que, el Instituto Nacional de Deportes de Chile requiere contratar los Servicios de Traslado para los Usuarios que Participan de los Hitos del Programa Crecer en Movimiento entendiendo la lejanía de algunos establecimientos educacionales que participar de las actividades dispuestas por el IND."
1199-43-LE25,SEGURO MÉDICO DELEGACIÓN JUEGOS BINACIONALES,7,2025-08-14T16:20:55.573,Desierta (o art. 3 ó 9 Ley 19.886),"Se requiere la contratación de Seguro Médico de Accidentes Personales para Deportistas, solicitado por Requerimiento 34 de fecha 07 de julio de 2025 y autorizado por Resolución Exenta 3292025 del 10.07.2025."
1200377-1-LR25,SERVICIO PRESTACIONES QUIRURGICAS LISTA DE ESPERA,7,2025-08-14T13:25:55.547,Desierta (o art. 3 ó 9 Ley 19.886),"El objetivo de esta licitación es satisfacer de manera oportuna las necesidades del Hospital Regional de Copiapó y de la población beneficiaria, que recibe asistencia sanitaria a través de este establecimiento, dirigida a disminuir Lista de Espera Quirúrgica, con observancia de la Ley N°19.886 y su reglamento que prevén los procedimientos de contratación pública, los cuales se rigen por principios de libre acceso a las licitaciones, competencia, publicidad, transparencia, igualdad de trato, no discriminación, probidad y valor por el dinero. Para cumplir con este objetivo se efectúa el llamado a licitación pública, estableciendo en sus bases, administrativas y técnicas, el conjunto, claro y objetivo, de requisitos, condiciones y especificaciones que describen los bienes yo servicios a contratar y que permitan alcanzar la combinación más ventajosa entre todos los beneficios del bien o servicio por adquirir y todos sus costos asociados, presente y futuros. Este proceso regulará tanto la adquisición como el contrato definitivo, asegurando así que se mantenga la calidad y eficiencia en la atención sanitaria proporcionada por el Hospital Regional de Copiapó."
1200377-2-LE25,CONSULTAS TELEMEDICINA NEUROLOGIA INFANTO JUVENIL,8,2025-08-04T20:00:00,Adjudicada,"El objetivo de esta licitación es satisfacer de manera oportuna las necesidades del Hospital Regional de Copiapó y de la población beneficiaria, que recibe asistencia sanitaria a través de este establecimiento, con observancia de la Ley N°19.886 y su reglamento que prevén los procedimientos de contratación pública, los cuales se rigen por principios de libre acceso a las licitaciones, competencia, publicidad, transparencia, igualdad de trato, no discriminación, probidad y valor por el dinero. Para cumplir con este objetivo se efectúa el llamado a licitación pública, estableciendo en sus bases, administrativas y técnicas, el conjunto, claro y objetivo, de requisitos, condiciones y especificaciones que describen los bienes yo servicios a contratar y que permitan alcanzar la combinación más ventajosa entre todos los beneficios del bien o servicio por adquirir y todos sus costos asociados, presente y futuros. Este proceso regulará tanto la adquisición como el contrato definitivo, asegurando así que se mantenga la calidad y eficiencia en la atención sanitaria proporcionada por el hospital"
1200377-6-LR25,SERVICIO PRESTACIONES QUIRURGICAS LISTA DE ESPERA GORE,5,2025-09-15T20:00:00,Publicada,"El objetivo de esta licitación es satisfacer de manera oportuna las necesidades del Hospital Regional de Copiapó y de la población beneficiaria, que recibe asistencia sanitaria a través de este establecimiento, dirigida a disminuir Lista de Espera Quirúrgica, con observancia de la Ley N°19.886 y su reglamento que prevén los procedimientos de contratación pública, los cuales se rigen por principios de libre acceso a las licitaciones, competencia, publicidad, transparencia, igualdad de trato, no discriminación, probidad y valor por el dinero. Para cumplir con este objetivo se efectúa el llamado a licitación pública, estableciendo en sus bases, administrativas y técnicas, el conjunto, claro y objetivo, de requisitos, condiciones y especificaciones que describen los bienes y/o servicios a contratar y que permitan alcanzar la combinación más ventajosa entre todos los beneficios del bien o servicio por adquirir y todos sus costos asociados, presente y futuros. Este proceso regulará tanto la adquisición como el contrato definitivo, asegurando así que se mantenga la calidad y eficiencia en la atención sanitaria proporcionada por el Hospital Regional de Copiapó."
1202333-55-LP25,CONSTRUCCIÓN PLAZUELA POBLACIÓN ADAN MELLA QUINTERO CODIGO BIP 40066919-0,5,2025-09-03T10:03:00,Publicada,"CONSTRUCCIÓN PLAZUELA POBLACIÓN ADAN MELLA, QUINTERO CODIGO BIP 40066919-0"
1202333-56-LP25,CONSTRUCCION SEDE JUNTA DE VECINOS LOMAS DE QUINTERO CODIGO BIP N° 40066920-0,5,2025-09-03T18:49:00,Publicada,"CONSTRUCCION SEDE JUNTA DE VECINOS LOMAS DE QUINTERO, CODIGO BIP N° 40066920-0, el cual contempla, entre otros: la construcción de una sede social de aproximadamente 90m2, materializado mediante una estructura soportante de albañilería y cubierta de zinc."
1202511-1-LE25,SERVICIO DE LANCHA ALJIBES COMUNA SAAVEDRA PROVINCIA DE CAUTIN,8,2025-02-17T15:01:00,Adjudicada,SERVICIO DE LANCHA ALJIBES COMUNA SAAVEDRA PROVINCIA DE CAUTIN
1202511-9-CO25,SERVICIO DE LANCHA ALJIBE COMUNA SAAVEDRA,5,2025-08-20T15:01:00,Publicada,SERVICIO DE LANCHA ALJIBE COMUNA SAAVEDRA
1208109-14-E225,CAPACITACIÓN DE EXPLOTACIÓN SEXUAL COMERCIAL NNA,8,2025-08-13T09:00:00,Adjudicada,"Transferir herramientas técnicas, a los funcionarios del SNPE en la región de Aysén, que conforman la Dirección Regional y la Residencia de vida familiar para adolescentes de administración directa, para detectar, prevenir e intervenir en el fenómeno de ESNNA."
1208541-19-LE25,SUMINISTRO DE ALIMENTACIÓN PARA JOVENES RESIDENCIA,6,2025-08-14T15:00:00,Cerrada,"SERVICIOS DE ALIMENTACION PARA LA RESIDENCIA FAMILIAR MASCULINA ALONSO SANCHEZ PERTENCIENTE A LA DIRECCIÓN REGIONAL DE ARICA Y PARINACOTA. La vigencia del contrato suscrito entre el adjudicatario y el de Protección Especializada a la Niñez y Adolescencia, se extenderá desde aceptada en la orden de compra en el portal www.mercadopublico.cl hasta que el presupuesto se agote o hasta el 31 de diciembre de 2025, lo primero que suceda."
1209-5-LE25,TALLER PRESENCIAL DE DIDÁCTICA SITUADA EN EPJA,8,2025-08-04T15:10:00,Adjudicada,"Apoyar la apropiación de las Bases Curriculares de EPJA del Primer Nivel de Educación Básica en Matemática y Lenguaje y Comunica-ción, por ello van orientados, preferentemente, a docentes de pri-mer nivel básico EPJA, encargados de UTP CEIA y Regular y coordinadores de tercera jornada y de Macrozona EPJA."
1210-17-LE25,capacitacion Educadores MINUTA 3819,6,2025-08-14T15:30:00,Cerrada,"la Secretaría Ministerial de Educación requiere la contratación de capacitación para fortalecimiento cultural, pedagógico y apropiación curricular para educadores tradicionales de la región de coquimbo. modalidad semi presencial año 2025, conforme a minuta N° 3819 del año 2025, y términos de referencia adjuntos."
1210-22-LE25,servicio Integral Jornada Minuta 3896.,6,2025-08-14T15:00:00,Cerrada,"La secretaría ministerial de educación requiere la contratación de servicios integral (alimentación, salón, proyección e insumos) para primera jornada de programa comunidades educativas protegidas conforme a minuta N° 3896, y términos de referencia adjuntos."
1210674-32-LQ25,SERVICIO DE VIGILANCIA PARA INSTALACIONES DE ADMIN,8,2025-08-04T15:00:00,Adjudicada,"Contar con seguridad para centros de administración directa, habitados, deshabitados, oficinas administrativas y bodegas."
1210674-33-LE25,CCD PROVISIÓN E INSTALACIÓN DE CALDERAS DE AGUA,6,2025-08-14T16:00:00,Cerrada,"Realizar el mejoramiento integral de la sala de calderas de la Casa Nacional del Niño y cambio de las dos calderas, con el fin de garantizar el correcto y seguro funcionamiento del sistema de agua caliente sanitaria y de calefacción del inmueble."
1211839-62-LE25,SOFTWARE SERVICIO DE GESTOR DE TURNOS CLÍNICOS,8,2025-07-04T15:00:00,Adjudicada,"El objetivo de las presentes Bases Técnicas es la contratación de un servicio de gestor de turnos clínicos integral para los dispositivos de urgencia de atención primaria de la Corporación Municipal de Puente Alto en adelante ‘La Corporación’, que simplifique la planificación de turnos de los profesionales, técnicos y administrativos en tiempo real, indicadores de coberturas, identificador de vacaciones y permisos, reporte de inasistencia y generación de informes de rendimiento, estadísticas, pagos en tiempo real"
1211839-63-LP25,SUMINISTRO DE INFORMES DE EXAMENES RADIOLOGICOS,8,2025-07-07T15:00:00,Adjudicada,La presente licitación corresponde a la contratación del suministro para el servicio de realización de informes de exámenes de pacientes derivados de Atención Primaria de Salud centros de salud corporativos orientado a mejorar la oportunidad de detección precoz de algunas patologías.
1213002-40-LE25,ADQUISICIÓN VESTUARIO PARA FUNCIONARIAS JARDINES,6,2025-08-14T16:30:00,Cerrada,Se requiere adquirir vestuario y otros elementos para funcionarias de Jardines Infantiles asociadas al Sindicato EDUTEC VTF
1213002-41-LE25,ADQUISICIÓN DE PROYECTORES PARA E.E. CORPIRQUE,6,2025-08-14T13:00:00,Cerrada,SE REQUIERE ADQUIRIR 38 PROYECTORES PARA LOS ESTABLECIMIENTOS EDUCACIONALES SEGÚN LO INDICADO EN LAS BTR
1216085-73-LE25,SUMINISTRO DE ENTREGA DE LENTES RESOLUTIVIDAD,6,2025-08-14T11:00:00,Cerrada,"El objetivo de esta licitación, es generar el Contrato de Suministro de lentes de la Unidad de Atención Primaria Oftalmológica UAPO dependiente de la Corporación Municipal de Villa Alemana., de acuerdo a requerimientos ingresados por sistemas electrónicos vigentes y en atención a necesidades y presupuestos disponibles, no siendo obligación adquirir todo lo adjudicado. El fundamento consiste en establecer un compromiso, el que se hará efectivo a través de la firma del contrato, regulando el proceso y que se materializará cada vez que sea necesario a través de la emisión de órdenes de compra enviadas al proveedor mediante la plataforma www.mercado publico.cl. Durante todo el período de vigencia del contrato, el servicio será solicitado en la oportunidad del mes que la Corporación estime pertinente, comprometiéndose el oferente adjudicado a difundir esta modalidad de compra a todas las instancias que participan en su proceso de ventas. La modalidad de adjudicación: Se selecciona a un sólo proveedor por la totalidad del servicio."
1217466-14-LP25,SERVICIOS DE REMODELACIÓN EN DEPENDENCIAS DEL EDIF,8,2025-07-25T15:00:00,Adjudicada,"El Museo Histórico Nacional, necesita contar con los servicios de remodelación en dependencias del edificio anexo, según las bases administrativas, técnicas y sus anexos obligatorios."
1221019-11-LE25,Concesión Cafetería Dependencias Piscina Vitacura. ,5,2025-08-29T18:00:00,Publicada,"La Corporación Municipal del Deporte de Vitacura, requiere concesionar la cafetería ubicada en el primer piso del recinto ubicado en calle Georgia N°1143, Vitacura, específicamente en las dependencias de la piscina de la Corporación, lo que considera una superficie aproximada de 58,3 m2, por un periodo de 24 meses corridos, los cuales se podrán renovar por 12 (doce) meses corridos, por mutuo acuerdo entre las partes e informe de aprobación del ITS del servicio."
1224953-22-LE25,SUMINISTRO CARGA OXIGENO MEDICO SAR ANCUD,6,2025-08-14T09:00:00,Cerrada,CONTAR CON EL SUMINISTRO DE ARRIENDO Y CARGA DE OXÍGENO MÉDICO PARA EL SERVICIO DE ALTA RESOLUTIVIDAD ANCUD AÑO 2025.
1224957-51-LR25,Conservación Liceo Augusto Dhalmar,6,2025-08-14T10:00:00,Cerrada,Según Res. N°376 de 11/07/2025
1224957-66-LP25,ADQUISICIÓN E INSTALACIÓN DE PANELES INTERACTIVOS PARA AULAS TECNOLÓGICAS PARA LOS ESTABLECIMIENTOS EDUCACIONALES QUE SE INDICAN,5,2025-09-03T15:00:00,Publicada,"Adquisición, instalación y habilitación de paneles interactivos que permitirán enriquecer y modernizar el proceso de enseñanza-aprendizaje, haciéndolo más dinámico, adaptativo y centrado en el estudiante, al mismo tiempo que se promueven habilidades fundamentales para el siglo XXI."
1224982-4-LE25,Feria en Familia con nuestros niños y niñas de M,6,2025-08-14T17:30:00,Cerrada,Realización de dos días para las familias de Maule entorno a los niños y niñas con funciones artísticas y actividades de recreación.
1227-2-LE25,ROPA TERMICA INSTITUCIONAL - D.R.A.I,6,2025-08-14T15:00:00,Cerrada,ROPA TERMICA TRAJE INSTITUCIONAL PARA FUNCIONARIOS DE LA DIRECCION REGIONAL DE ADUANA DE IQUIQUE.-
1227338-8-LE25,Servicio Técnico Gala Folclor 2025,6,2025-08-14T16:00:00,Cerrada,"La Corporación Cultural de Peñalolén requiere contratar el Servicio de Producción Técnica para la “Gala de Folclor 2025”, evento inserto en su programación anual, cuyo objetivo es poner en valor el folclor nacional, fomentando la participación ciudadana, la identidad local y el encuentro comunitario en torno a nuestras tradiciones musicales y dancísticas."
1230848-9-LE25,ADQUI. DE CANASTAS OTORRINO Y ORTESIS AUDITIVAS,6,2025-08-14T15:00:00,Cerrada,"ADQUIRIR CANASTAS INTEGRALES DE OTORRINOLARINGOLOGIA Y ORTESIS AUDITIVAS PARA GARANTIZAR ATENCION MEDICA ESPECIALIZADA, DIAGNOSTICO, TRATAMIENTO Y ENTREGA DE DISPOSITIVOS A PACIENTES CON PATOLOGIAS COMO HIPOACUSIA, SINDROME VERTIGINOSO Y OTITIS MEDIA AGUDA"
1232565-56-L125,Adquisición de Equipamiento Carreras de la Salud Proyecto ULS 2395,6,2025-08-14T17:00:00,,
1233600-88-L125,CAJAS MERCADERIA FIESTAS PATRIAS - SINDICATO DE JARDINES,5,2025-08-21T18:00:00,,
1233615-51-LE25,Sistema Gestión de Compras control presupuestario,6,2025-08-14T17:00:00,Cerrada,"ADQUISICIÓN DE SISTEMA DE GESTIÓN DE COMPRAS, CONTROL PRESUPUESTARIO, FACTURA Y ACTIVO FIJO E INVENTARIO PARA SER UTILIZADO POR FUNCIONARIOS DEL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE AYSÉN"
1233616-44-LE25,SOFTWARE CONCILIACIONES BANCARIAS SLEP PUNILLA,5,2025-08-20T11:00:00,Publicada,"EL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA PUNILLA CORDILLERA, TIENE LA NECESIDAD DE CONTRATAR EL SERVICIO DE ARRIENDO E IMPLEMENTACIÓN DE SISTEMA INFORMÁTICO DE CONCILIACIONES BANCARIAS, PARA CUENTAS CORRIENTES ADMINISTRADAS POR EL SERVICIO, QUE INCLUYE UN SISTEMA DE NOTIFICACIONES CON INFORMACIÓN DE LAS OBLIGACIONES BANCARIAS POR VENCER, PARA LOGRAR CLARIDAD Y RAPIDEZ A LA HORA DE OBTENER INFORMACIÓN DE LAS TRANSACCIONES BANCARIAS Y OPTIMIZAR EL CONTROL DE LOS MOVIMIENTOS BANCARIOS."
1233623-25-LQ25,CONSERVACION ESC. REPUBLICA DE FRANCIA CALAMA,5,2025-09-03T15:00:00,Publicada,"Licitación de ""Ejecución Iniciativa de Conservación Escuela República de Francia de la Comuna de Calama"", Según lo Indicado en las Bases Administrativas y Especificaciones Técnica. Levantamiento realizado por la Subdirección de Infraestructura y Mantenimiento por un Monto Disponible de $251.991.580. Se solicita Completar y digitalizar Anexos Administrativos; Técnicos y Económicos"
1233-6-LE25,Mantenimiento de aire acondicionado DRAM y otros.,7,2025-08-14T11:05:56.233,Desierta (o art. 3 ó 9 Ley 19.886),Se requiere contratar una empresa especializada en la mantención de equipos y sistemas de aire acondicionado para los edificios administrativos y operativos de la Dirección Regional de Aduana Metropolitana y otros. Duración del contrato 24 meses. Verificar detalle de presupuesto máximo disponible para mantenciones preventivas y correctivas.
1239966-16-LE25,CONVENIO DE SUMINISTRO DE INSUMOS DE ASEO,5,2025-08-25T15:30:00,Publicada,"Se requiere el convenio de suministro de insumos de aseo, los cuales serán ocupados para realizar reparaciones interiores y exteriores, del Cesfam, administración Central, Salud Mental, Posta Dorotea y Posta Puerto Edén, de la Ciudad de Puerto Natales."
1240098-20-LE25,CONVENIO DE MANTENCIÓN PREVENTIVA Y CORRECTIVA DE FLOTA DE VEHÍCULOS PARA EL HOSPITAL PROVINCIAL DE OVALLE,5,2025-08-25T15:25:00,Publicada,"Conforme a la Ley de Compras Públicas, su Reglamento y modificaciones, el Hospital Provincial de Ovalle llama a licitación pública a empresas o proveedores del rubro, personas naturales o jurídicas, chilenas o extranjeras, así como a Uniones Temporales de Proveedores, para celebrar un CONVENIO DE MANTENCIÓN PREVENTIVA Y CORRECTIVA DE FLOTA DE VEHÍCULOS PARA EL HOSPITAL PROVINCIAL DE OVALLE, por un período de 24 (veinticuatro) meses o hasta agotar el presupuesto referencial debidamente autorizado, para dar cumplimiento con programa de acreditación de equipamiento."
